timestamp_s,window_duration_s,device_major,device_minor,read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,write_entropy_count,total_event_count,label
136319.202,10.0,8,16,9637,12619,3.76,4.93,1.61e+09,3.32e+09,0.722,4.285,2.393,12619,22256,0
136320.202,10.0,8,16,10825,12726,4.23,4.97,1.14e+09,1.41e+09,0.738,4.285,2.375,12726,23551,1
136321.203,10.0,8,16,12585,14207,4.92,5.55,1.33e+09,1.08e+09,0.738,4.285,2.376,14207,26792,0
136322.203,10.0,8,16,14316,16108,5.59,6.29,1.57e+09,1.40e+09,0.738,4.285,2.379,16108,30424,1
136323.203,10.0,8,16,15910,17837,6.21,6.97,1.84e+09,1.73e+09,0.738,4.285,2.380,17837,33747,1
136324.203,10.0,8,16,17576,19483,6.87,7.61,2.17e+09,2.09e+09,0.738,4.285,2.383,19483,37059,0
136325.203,10.0,8,16,17262,19047,6.74,7.44,1.75e+09,2.06e+09,0.738,4.135,2.380,19047,36309,0
136326.203,10.0,8,16,16900,18462,6.60,7.21,1.75e+09,2.01e+09,0.738,4.135,2.382,18462,35362,1
136327.203,10.0,8,16,16692,18039,6.52,7.05,1.79e+09,2.00e+09,0.738,4.135,2.387,18039,34731,1
136328.204,10.0,8,16,16276,17500,6.36,6.84,1.79e+09,1.97e+09,0.738,4.135,2.390,17500,33776,1
136329.204,10.0,8,16,15721,16851,6.14,6.58,1.73e+09,1.89e+09,1.520,4.135,2.394,16851,32572,0
136330.204,10.0,8,16,15589,16404,6.09,6.41,1.76e+09,1.84e+09,1.714,2.851,2.400,16404,31993,0
136331.205,10.0,8,16,15357,16069,6.00,6.28,1.74e+09,1.79e+09,1.714,2.851,2.400,16069,31426,1
136332.205,10.0,8,16,15164,15698,5.92,6.13,1.71e+09,1.71e+09,0.000,4.548,2.370,15698,30862,1
136333.205,10.0,8,16,15187,15764,5.93,6.16,1.70e+09,1.68e+09,0.000,4.548,2.373,15764,30951,1
136334.205,10.0,8,16,15105,15717,5.90,6.14,1.65e+09,1.64e+09,0.000,4.548,2.378,15717,30822,0
136335.205,10.0,8,16,15163,15707,5.92,6.14,1.63e+09,1.60e+09,0.000,4.548,2.318,15707,30870,0
136336.206,10.0,8,16,15236,15771,5.95,6.16,1.60e+09,1.58e+09,0.000,4.548,2.316,15771,31007,1
136337.206,10.0,8,16,15330,15776,5.99,6.16,1.58e+09,1.56e+09,0.000,4.548,2.315,15776,31106,0
136338.206,10.0,8,16,15514,15880,6.06,6.20,1.59e+09,1.58e+09,0.000,4.548,2.319,15880,31394,0
136339.206,10.0,8,16,15818,16098,6.18,6.29,1.62e+09,1.63e+09,0.000,4.548,2.321,16098,31916,1
136340.206,10.0,8,16,15624,15800,6.10,6.17,1.56e+09,1.57e+09,0.000,4.548,2.322,15800,31424,1
136341.207,10.0,8,16,15566,15639,6.08,6.11,1.54e+09,1.56e+09,0.000,4.548,2.320,15639,31205,0
136342.207,10.0,8,16,15535,15694,6.07,6.13,1.55e+09,1.60e+09,0.000,4.548,2.343,15694,31229,0
136343.207,10.0,8,16,15383,15443,6.01,6.03,1.53e+09,1.56e+09,0.000,4.548,2.334,15443,30826,0
136344.207,10.0,8,16,15375,15385,6.01,6.01,1.55e+09,1.56e+09,0.000,4.548,2.322,15385,30760,0
136345.207,10.0,8,16,15367,15355,6.00,6.00,1.57e+09,1.57e+09,0.738,4.101,2.385,15355,30722,1
136346.207,10.0,8,16,15118,15193,5.91,5.93,1.53e+09,1.53e+09,0.738,4.101,2.385,15193,30311,1
136347.208,10.0,8,16,14997,15165,5.86,5.92,1.53e+09,1.52e+09,0.738,4.101,2.383,15165,30162,0
136348.208,10.0,8,16,14907,15172,5.82,5.93,1.52e+09,1.52e+09,0.738,4.101,2.379,15172,30079,0
136349.208,10.0,8,16,14873,15232,5.81,5.95,1.53e+09,1.52e+09,0.738,4.101,2.380,15232,30105,1
136350.208,10.0,8,16,15003,15470,5.86,6.04,1.56e+09,1.56e+09,0.738,4.101,2.382,15470,30473,1
136351.208,10.0,8,16,14948,15517,5.84,6.06,1.57e+09,1.58e+09,0.738,4.101,2.388,15517,30465,0
136352.208,10.0,8,16,14975,15451,5.85,6.04,1.59e+09,1.57e+09,0.738,4.101,2.399,15451,30426,1
136353.208,10.0,8,16,15038,15426,5.87,6.03,1.61e+09,1.57e+09,0.738,4.101,2.406,15426,30464,1
136354.208,10.0,8,16,14876,15373,5.81,6.01,1.58e+09,1.56e+09,0.722,4.101,2.414,15373,30249,1
136355.209,10.0,8,16,14739,15324,5.76,5.99,1.55e+09,1.56e+09,0.722,4.101,2.416,15324,30063,1
136356.209,10.0,8,16,14907,15388,5.82,6.01,1.58e+09,1.58e+09,0.722,4.101,2.421,15388,30295,1
136357.209,10.0,8,16,14853,15341,5.80,5.99,1.57e+09,1.58e+09,0.722,4.101,2.426,15341,30194,0
136358.209,10.0,8,16,14829,15218,5.79,5.94,1.55e+09,1.56e+09,0.722,4.101,2.430,15218,30047,0
136359.209,10.0,8,16,14758,15159,5.76,5.92,1.53e+09,1.55e+09,0.722,4.101,2.429,15159,29917,0
136360.209,10.0,8,16,14835,15126,5.79,5.91,1.54e+09,1.53e+09,0.722,4.101,2.428,15126,29961,1
136361.209,10.0,8,16,14879,15166,5.81,5.92,1.55e+09,1.54e+09,0.722,4.101,2.426,15166,30045,0
136362.209,10.0,8,16,14768,15151,5.77,5.92,1.52e+09,1.52e+09,0.722,4.101,2.423,15151,29919,1
136363.210,10.0,8,16,14689,15149,5.74,5.92,1.50e+09,1.51e+09,0.722,4.101,2.423,15149,29838,0
136364.210,10.0,8,16,14745,15106,5.76,5.90,1.50e+09,1.49e+09,0.787,4.101,2.422,15106,29851,1
136365.210,10.0,8,16,14782,15153,5.77,5.92,1.50e+09,1.49e+09,0.852,4.101,2.420,15153,29935,0
136366.210,10.0,8,16,14735,15109,5.76,5.90,1.49e+09,1.48e+09,0.852,4.101,2.416,15109,29844,0
136367.211,10.0,8,16,14772,15050,5.77,5.88,1.48e+09,1.46e+09,0.852,4.101,2.411,15050,29822,1
136368.211,10.0,8,16,14740,15098,5.76,5.90,1.47e+09,1.47e+09,1.350,4.101,2.407,15098,29838,0
136369.211,10.0,8,16,14737,15095,5.76,5.90,1.46e+09,1.46e+09,1.472,4.101,2.403,15095,29832,0
136370.212,10.0,8,16,14628,15073,5.71,5.89,1.43e+09,1.45e+09,1.708,2.867,2.398,15073,29701,1
136371.212,10.0,8,16,14599,15041,5.70,5.88,1.43e+09,1.45e+09,1.708,2.867,2.395,15041,29640,1
136372.212,10.0,8,16,14638,15067,5.72,5.89,1.44e+09,1.45e+09,1.708,2.867,2.395,15067,29705,0
136373.212,10.0,8,16,14600,15041,5.70,5.88,1.44e+09,1.44e+09,1.708,2.867,2.395,15041,29641,1
136374.213,10.0,8,16,14605,15036,5.71,5.87,1.45e+09,1.44e+09,1.708,2.851,2.395,15036,29641,0
136375.213,10.0,8,16,14552,14988,5.68,5.85,1.44e+09,1.42e+09,1.708,2.851,2.393,14988,29540,0
136376.213,10.0,8,16,14508,15042,5.67,5.88,1.44e+09,1.43e+09,1.708,2.851,2.391,15042,29550,1
136377.213,10.0,8,16,14461,15070,5.65,5.89,1.43e+09,1.44e+09,1.729,2.851,2.393,15070,29531,1
136378.214,10.0,8,16,14453,15075,5.65,5.89,1.43e+09,1.44e+09,1.729,2.851,2.394,15075,29528,1
136379.214,10.0,8,16,14488,15103,5.66,5.90,1.44e+09,1.44e+09,1.729,2.851,2.396,15103,29591,1
136380.214,10.0,8,16,14583,15114,5.70,5.90,1.45e+09,1.44e+09,1.729,2.851,2.398,15114,29697,1
136381.215,10.0,8,16,14585,15129,5.70,5.91,1.45e+09,1.45e+09,1.729,2.851,2.399,15129,29714,1
136382.215,10.0,8,16,14496,15045,5.66,5.88,1.43e+09,1.43e+09,1.729,2.851,2.398,15045,29541,1
136383.215,10.0,8,16,14320,14867,5.59,5.81,1.40e+09,1.39e+09,1.729,2.851,2.398,14867,29187,1
136384.215,10.0,8,16,14133,14769,5.52,5.77,1.36e+09,1.37e+09,1.729,2.966,2.398,14769,28902,1
136385.215,10.0,8,16,14158,14776,5.53,5.77,1.37e+09,1.38e+09,0.852,4.135,2.402,14776,28934,0
136386.216,10.0,8,16,14300,14818,5.59,5.79,1.40e+09,1.39e+09,0.787,4.135,2.404,14818,29118,0
136387.216,10.0,8,16,14318,14854,5.59,5.80,1.41e+09,1.41e+09,0.787,4.135,2.404,14854,29172,0
136388.217,10.0,8,16,14373,14778,5.61,5.77,1.42e+09,1.40e+09,0.787,4.135,2.410,14778,29151,1
136389.217,10.0,8,16,14177,14566,5.54,5.69,1.38e+09,1.37e+09,0.787,4.135,2.414,14566,28743,0
136390.217,10.0,8,16,13996,14466,5.47,5.65,1.34e+09,1.36e+09,0.787,4.135,2.417,14466,28462,1
136391.217,10.0,8,16,14024,14394,5.48,5.62,1.33e+09,1.34e+09,0.787,4.135,2.421,14394,28418,0
136392.217,10.0,8,16,14154,14525,5.53,5.67,1.35e+09,1.36e+09,0.787,4.135,2.422,14525,28679,1
136393.217,10.0,8,16,14469,14763,5.65,5.77,1.39e+09,1.40e+09,0.738,4.135,2.425,14763,29232,1
136394.218,10.0,8,16,14697,14894,5.74,5.82,1.42e+09,1.41e+09,0.738,4.135,2.424,14894,29591,0
136395.227,10.0,8,16,14615,14867,5.71,5.81,1.40e+09,1.40e+09,0.738,4.135,2.424,14867,29482,0
136396.228,10.0,8,16,14504,14715,5.67,5.75,1.37e+09,1.37e+09,0.722,4.135,2.424,14715,29219,0
136397.228,10.0,8,16,14569,14703,5.69,5.74,1.38e+09,1.37e+09,0.722,4.135,2.429,14703,29272,1
136398.228,10.0,8,16,14622,14761,5.71,5.77,1.39e+09,1.39e+09,0.722,4.135,2.425,14761,29383,1
136399.228,10.0,8,16,14859,14876,5.80,5.81,1.43e+09,1.42e+09,0.722,4.135,2.425,14876,29735,0
136400.228,10.0,8,16,14933,14893,5.83,5.82,1.44e+09,1.44e+09,0.722,4.135,2.424,14893,29826,0
136401.229,10.0,8,16,14903,14924,5.82,5.83,1.43e+09,1.45e+09,0.722,4.135,2.423,14924,29827,0
136402.229,10.0,8,16,14949,14914,5.84,5.83,1.45e+09,1.46e+09,0.722,4.135,2.423,14914,29863,0
136403.230,10.0,8,16,14869,14801,5.81,5.78,1.44e+09,1.45e+09,0.722,4.135,2.420,14801,29670,1
136404.230,10.0,8,16,14514,14523,5.67,5.67,1.38e+09,1.40e+09,0.722,4.135,2.421,14523,29037,0
136405.230,10.0,8,16,14401,14426,5.63,5.64,1.36e+09,1.37e+09,0.722,4.135,2.422,14426,28827,0
136406.231,10.0,8,16,14339,14368,5.60,5.61,1.36e+09,1.35e+09,0.738,4.135,2.422,14368,28707,1
136407.231,10.0,8,16,14270,14320,5.57,5.59,1.34e+09,1.33e+09,0.738,4.135,2.420,14320,28590,0
136408.231,10.0,8,16,14290,14341,5.58,5.60,1.34e+09,1.31e+09,0.738,4.135,2.420,14341,28631,1
136409.231,10.0,8,16,14224,14461,5.56,5.65,1.30e+09,1.32e+09,0.738,4.135,2.413,14461,28685,1
136410.231,10.0,8,16,14207,14547,5.55,5.68,1.28e+09,1.33e+09,0.738,4.135,2.413,14547,28754,1
136411.231,10.0,8,16,14204,14590,5.55,5.70,1.28e+09,1.33e+09,0.738,4.135,2.414,14590,28794,0
136412.232,10.0,8,16,14167,14566,5.53,5.69,1.29e+09,1.34e+09,0.772,4.135,2.417,14566,28733,0
136413.232,10.0,8,16,14014,14454,5.47,5.65,1.29e+09,1.33e+09,0.772,4.135,2.415,14454,28468,1
136414.232,10.0,8,16,14282,14623,5.58,5.71,1.36e+09,1.37e+09,0.772,4.135,2.414,14623,28905,0
136415.232,10.0,8,16,14328,14676,5.60,5.73,1.40e+09,1.39e+09,0.772,4.135,2.414,14676,29004,0
136416.233,10.0,8,16,14301,14740,5.59,5.76,1.42e+09,1.40e+09,0.772,4.135,2.413,14740,29041,0
136417.233,10.0,8,16,14196,14714,5.55,5.75,1.42e+09,1.39e+09,0.787,4.135,2.414,14714,28910,0
136418.233,10.0,8,16,13978,14598,5.46,5.70,1.38e+09,1.36e+09,0.787,4.135,2.413,14598,28576,0
136419.234,10.0,8,16,13903,14467,5.43,5.65,1.36e+09,1.32e+09,0.787,2.981,2.418,14467,28370,1
136420.234,10.0,8,16,13793,14336,5.39,5.60,1.33e+09,1.29e+09,0.787,2.981,2.418,14336,28129,0
136421.234,10.0,8,16,13554,14054,5.29,5.49,1.27e+09,1.23e+09,0.852,2.981,2.419,14054,27608,1
136422.234,10.0,8,16,13411,13906,5.24,5.43,1.23e+09,1.20e+09,1.493,2.966,2.418,13906,27317,0
136423.234,10.0,8,16,13477,14039,5.26,5.48,1.23e+09,1.22e+09,1.493,2.966,2.420,14039,27516,0
136424.234,10.0,8,16,13461,14105,5.26,5.51,1.22e+09,1.22e+09,1.493,2.966,2.420,14105,27566,0
136425.234,10.0,8,16,13450,13996,5.25,5.47,1.20e+09,1.20e+09,1.493,2.981,2.425,13996,27446,0
136426.235,10.0,8,16,13012,13589,5.08,5.31,1.12e+09,1.14e+09,1.281,2.981,2.425,13589,26601,1
136427.235,10.0,8,16,13037,13640,5.09,5.33,1.17e+09,1.19e+09,0.738,2.981,2.428,13640,26677,1
136428.235,10.0,8,16,13135,13739,5.13,5.37,1.23e+09,1.24e+09,0.722,4.135,2.428,13739,26874,1
136429.236,10.0,8,16,13345,13851,5.21,5.41,1.30e+09,1.29e+09,0.722,4.135,2.430,13851,27196,1
136430.236,10.0,8,16,13555,13969,5.29,5.46,1.35e+09,1.33e+09,0.722,4.135,2.429,13969,27524,0
136431.236,10.0,8,16,13948,14270,5.45,5.57,1.43e+09,1.40e+09,0.722,4.135,2.427,14270,28218,1
136432.236,10.0,8,16,14075,14385,5.50,5.62,1.44e+09,1.43e+09,0.722,4.135,2.426,14385,28460,0
136433.236,10.0,8,16,14200,14417,5.55,5.63,1.44e+09,1.43e+09,0.722,4.135,2.425,14417,28617,0
136434.236,10.0,8,16,14203,14332,5.55,5.60,1.40e+09,1.40e+09,0.722,4.135,2.427,14332,28535,1
136435.236,10.0,8,16,14192,14416,5.54,5.63,1.35e+09,1.39e+09,0.722,4.135,2.423,14416,28608,0
136436.237,10.0,8,16,14570,14757,5.69,5.76,1.40e+09,1.44e+09,0.722,4.135,2.425,14757,29327,0
136437.237,10.0,8,16,14548,14728,5.68,5.75,1.40e+09,1.43e+09,0.722,4.135,2.421,14728,29276,1
136438.238,10.0,8,16,14491,14685,5.66,5.74,1.42e+09,1.43e+09,0.738,4.135,2.426,14685,29176,1
136439.238,10.0,8,16,14245,14611,5.56,5.71,1.42e+09,1.43e+09,0.738,4.135,2.430,14611,28856,0
136440.238,10.0,8,16,14224,14560,5.56,5.69,1.46e+09,1.43e+09,0.738,4.135,2.434,14560,28784,0
136441.238,10.0,8,16,13999,14323,5.47,5.59,1.44e+09,1.40e+09,0.738,4.135,2.436,14323,28322,0
136442.238,10.0,8,16,13565,13892,5.30,5.43,1.37e+09,1.33e+09,0.738,4.135,2.439,13892,27457,1
136443.238,10.0,8,16,13130,13528,5.13,5.28,1.28e+09,1.26e+09,0.738,4.135,2.443,13528,26658,1
136444.239,10.0,8,16,13050,13445,5.10,5.25,1.24e+09,1.24e+09,0.738,4.135,2.443,13445,26495,0
136445.239,10.0,8,16,13059,13352,5.10,5.22,1.20e+09,1.20e+09,0.738,4.135,2.443,13352,26411,1
136446.239,10.0,8,16,13147,13341,5.14,5.21,1.16e+09,1.17e+09,0.738,4.135,2.443,13341,26488,1
136447.239,10.0,8,16,13184,13267,5.15,5.18,1.11e+09,1.13e+09,0.738,4.101,2.446,13267,26451,0
136448.242,10.0,8,16,13146,13116,5.14,5.12,1.06e+09,1.07e+09,0.787,4.101,2.443,13116,26262,0
136449.243,10.0,8,16,12886,12705,5.03,4.96,9.90e+08,9.84e+08,0.738,4.101,2.442,12705,25591,1
136450.243,10.0,8,16,12825,12691,5.01,4.96,9.67e+08,9.68e+08,0.738,4.101,2.438,12691,25516,0
136451.243,10.0,8,16,13004,12879,5.08,5.03,9.88e+08,9.93e+08,0.738,4.101,2.436,12879,25883,0
136452.244,10.0,8,16,13360,13308,5.22,5.20,1.04e+09,1.06e+09,0.738,3.568,2.432,13308,26668,0
136453.245,10.0,8,16,13707,13713,5.35,5.36,1.11e+09,1.13e+09,0.722,3.568,2.432,13713,27420,0
136454.245,10.0,8,16,13785,13892,5.38,5.43,1.16e+09,1.17e+09,0.722,3.568,2.436,13892,27677,1
136455.245,10.0,8,16,13799,14009,5.39,5.47,1.19e+09,1.20e+09,0.722,3.568,2.438,14009,27808,1
136456.245,10.0,8,16,13705,14002,5.35,5.47,1.21e+09,1.21e+09,0.722,3.568,2.439,14002,27707,1
136457.246,10.0,8,16,13672,14089,5.34,5.50,1.25e+09,1.25e+09,0.722,4.135,2.440,14089,27761,1
136458.246,10.0,8,16,13712,14233,5.36,5.56,1.31e+09,1.30e+09,0.722,4.135,2.443,14233,27945,1
136459.246,10.0,8,16,14086,14730,5.50,5.75,1.43e+09,1.41e+09,0.722,4.135,2.443,14730,28816,0
136460.246,10.0,8,16,14088,14838,5.50,5.80,1.48e+09,1.46e+09,0.722,4.135,2.447,14838,28926,0
136461.247,10.0,8,16,13981,14840,5.46,5.80,1.49e+09,1.49e+09,0.722,4.135,2.450,14840,28821,0
136462.247,10.0,8,16,14073,14838,5.50,5.80,1.52e+09,1.50e+09,0.722,4.135,2.453,14838,28911,1
136463.247,10.0,8,16,13986,14748,5.46,5.76,1.51e+09,1.50e+09,0.738,4.135,2.455,14748,28734,0
136464.247,10.0,8,16,14032,14797,5.48,5.78,1.52e+09,1.52e+09,0.738,4.135,2.454,14797,28829,1
136465.247,10.0,8,16,14143,14903,5.52,5.82,1.54e+09,1.54e+09,0.738,4.135,2.453,14903,29046,1
136466.248,10.0,8,16,14330,15013,5.60,5.86,1.57e+09,1.57e+09,0.738,4.135,2.454,15013,29343,1
136467.248,10.0,8,16,14422,15000,5.63,5.86,1.56e+09,1.56e+09,0.738,2.981,2.456,15000,29422,0
136468.249,10.0,8,16,14361,14930,5.61,5.83,1.53e+09,1.54e+09,0.722,3.568,2.454,14930,29291,1
136469.249,10.0,8,16,14337,14785,5.60,5.78,1.50e+09,1.50e+09,0.722,3.568,2.452,14785,29122,0
136470.249,10.0,8,16,14269,14691,5.57,5.74,1.46e+09,1.47e+09,0.717,3.568,2.449,14691,28960,1
136471.249,10.0,8,16,14323,14634,5.59,5.72,1.46e+09,1.45e+09,0.717,3.568,2.447,14634,28957,1
136472.250,10.0,8,16,14258,14556,5.57,5.69,1.42e+09,1.42e+09,0.717,3.568,2.445,14556,28814,1
136473.250,10.0,8,16,14395,14588,5.62,5.70,1.41e+09,1.42e+09,0.717,3.568,2.443,14588,28983,1
136474.250,10.0,8,16,14347,14530,5.60,5.68,1.39e+09,1.40e+09,0.717,3.568,2.441,14530,28877,1
136475.250,10.0,8,16,14264,14444,5.57,5.64,1.36e+09,1.37e+09,0.717,3.568,2.439,14444,28708,0
136476.250,10.0,8,16,14168,14447,5.53,5.64,1.35e+09,1.36e+09,0.717,3.568,2.436,14447,28615,0
136477.251,10.0,8,16,14007,14358,5.47,5.61,1.32e+09,1.33e+09,0.717,3.568,2.431,14358,28365,0
136478.251,10.0,8,16,14178,14425,5.54,5.63,1.35e+09,1.34e+09,0.717,3.568,2.430,14425,28603,1
136479.251,10.0,8,16,14277,14527,5.58,5.67,1.37e+09,1.36e+09,0.717,3.568,2.435,14527,28804,1
136480.252,10.0,8,16,14316,14587,5.59,5.70,1.39e+09,1.38e+09,0.738,3.568,2.436,14587,28903,1
136481.252,10.0,8,16,13471,14605,5.26,5.71,1.25e+09,1.39e+09,0.738,3.568,2.437,14605,28076,0
136484.128,10.0,8,16,9340,10845,3.65,4.24,6.05e+08,7.77e+08,0.738,3.568,2.435,10845,20185,0
136485.128,10.0,8,16,9486,10988,3.71,4.29,1.38e+09,1.51e+09,0.738,3.568,2.433,10988,20474,1
136486.129,10.0,8,16,9653,11081,3.77,4.33,2.10e+09,1.97e+09,0.738,3.568,2.424,11081,20734,0
136487.130,10.0,8,16,9900,11261,3.87,4.40,2.43e+09,2.20e+09,0.717,3.568,2.416,11261,21161,0
136488.130,10.0,8,16,10004,11388,3.91,4.45,2.38e+09,2.19e+09,0.717,3.568,2.411,11388,21392,1
136489.130,10.0,8,16,10110,11513,3.95,4.50,1.97e+09,1.98e+09,0.717,4.101,2.398,11513,21623,0
136490.131,10.0,8,16,10221,11548,3.99,4.51,1.32e+09,1.56e+09,0.717,4.135,2.387,11548,21769,0
136491.131,10.0,8,16,10924,11617,4.27,4.54,9.07e+08,1.00e+09,0.717,4.135,2.378,11617,22541,1
136492.131,10.0,8,16,12461,12556,4.87,4.90,1.09e+09,8.43e+08,0.717,4.135,2.375,12556,25017,1
136493.131,10.0,8,16,14089,14163,5.50,5.53,1.31e+09,1.08e+09,0.717,4.135,2.379,14163,28252,0
136494.131,10.0,8,16,15564,15603,6.08,6.09,1.55e+09,1.32e+09,0.717,4.135,2.384,15603,31167,0
136495.132,10.0,8,16,15439,15395,6.03,6.01,1.31e+09,1.30e+09,0.717,4.135,2.384,15395,30834,0
136496.132,10.0,8,16,15349,15283,6.00,5.97,1.32e+09,1.32e+09,0.717,4.135,2.388,15283,30632,1
136497.132,10.0,8,16,15356,15249,6.00,5.96,1.36e+09,1.36e+09,0.717,4.135,2.394,15249,30605,1
136498.132,10.0,8,16,15347,15220,5.99,5.95,1.41e+09,1.42e+09,0.717,4.135,2.396,15220,30567,0
136499.133,10.0,8,16,15286,15123,5.97,5.91,1.45e+09,1.46e+09,0.717,4.135,2.400,15123,30409,0
136500.133,10.0,8,16,15302,15097,5.98,5.90,1.50e+09,1.51e+09,0.717,4.135,2.406,15097,30399,1
136501.133,10.0,8,16,15341,15112,5.99,5.90,1.56e+09,1.57e+09,0.717,4.135,2.410,15112,30453,1
136502.134,10.0,8,16,15315,15057,5.98,5.88,1.59e+09,1.59e+09,0.717,4.135,2.414,15057,30372,1
136503.134,10.0,8,16,15035,14864,5.87,5.81,1.56e+09,1.57e+09,0.717,4.135,2.416,14864,29899,1
136504.134,10.0,8,16,14935,14874,5.83,5.81,1.56e+09,1.58e+09,0.717,4.135,2.417,14874,29809,0
136505.135,10.0,8,16,15010,14952,5.86,5.84,1.58e+09,1.59e+09,0.717,4.135,2.417,14952,29962,0
136506.135,10.0,8,16,15041,14981,5.88,5.85,1.59e+09,1.59e+09,0.717,4.135,2.418,14981,30022,1
136507.135,10.0,8,16,14936,14883,5.83,5.81,1.57e+09,1.56e+09,0.738,4.135,2.419,14883,29819,1
136508.136,10.0,8,16,14432,14685,5.64,5.74,1.46e+09,1.50e+09,0.738,4.135,2.423,14685,29117,0
136512.001,10.0,8,16,8466,9233,3.31,3.61,4.93e+08,5.81e+08,0.738,4.135,2.432,9233,17699,0
136513.002,10.0,8,16,8668,9437,3.39,3.69,1.48e+09,1.70e+09,0.738,4.135,2.426,9437,18105,1
136514.002,10.0,8,16,8871,9567,3.47,3.74,2.33e+09,2.30e+09,0.738,4.135,2.414,9567,18438,0
136515.002,10.0,8,16,9023,9729,3.52,3.80,2.64e+09,2.50e+09,0.738,4.135,2.409,9729,18752,1
136516.003,10.0,8,16,9128,9779,3.57,3.82,2.42e+09,2.29e+09,0.738,4.548,2.398,9779,18907,1
136517.003,10.0,8,16,9214,9966,3.60,3.89,1.75e+09,1.77e+09,0.738,4.548,2.387,9966,19180,1
136518.003,10.0,8,16,9643,10350,3.77,4.04,8.65e+08,1.03e+09,0.722,4.548,2.375,10350,19993,0
136519.003,10.0,8,16,11287,11371,4.41,4.44,1.03e+09,7.06e+08,0.722,4.548,2.370,11371,22658,0
136520.003,10.0,8,16,12837,12920,5.01,5.05,1.22e+09,9.09e+08,0.722,4.548,2.376,12920,25757,0
136521.004,10.0,8,16,14310,14371,5.59,5.61,1.43e+09,1.13e+09,0.722,4.548,2.381,14371,28681,0
136522.005,10.0,8,16,15680,15708,6.12,6.14,1.65e+09,1.35e+09,0.722,4.548,2.386,15708,31388,1
136523.005,10.0,8,16,15448,15407,6.03,6.02,1.32e+09,1.32e+09,0.722,4.548,2.387,15407,30855,1
136524.005,10.0,8,16,15329,15265,5.99,5.96,1.32e+09,1.32e+09,0.722,4.548,2.391,15265,30594,0
136525.005,10.0,8,16,15176,15095,5.93,5.90,1.32e+09,1.32e+09,0.722,4.548,2.392,15095,30271,0
136526.005,10.0,8,16,14986,14961,5.85,5.84,1.32e+09,1.33e+09,0.722,3.568,2.397,14961,29947,1
136527.006,10.0,8,16,14855,14738,5.80,5.76,1.33e+09,1.34e+09,0.722,3.568,2.405,14738,29593,0
136528.006,10.0,8,16,14567,14422,5.69,5.63,1.31e+09,1.32e+09,0.738,3.568,2.411,14422,28989,0
136529.006,10.0,8,16,14366,14201,5.61,5.55,1.30e+09,1.31e+09,0.738,3.568,2.416,14201,28567,1
136530.006,10.0,8,16,14250,14061,5.57,5.49,1.30e+09,1.30e+09,0.738,3.568,2.419,14061,28311,0
136531.006,10.0,8,16,14237,14053,5.56,5.49,1.30e+09,1.30e+09,0.738,3.568,2.418,14053,28290,1
