timestamp_s,window_duration_s,device_major,device_minor,read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,write_entropy_count,total_event_count,label
162769.271,10.0,8,16,0,28633,0.00,11.18,0.00e+00,5.54e+09,1.714,3.665,2.364,28633,28633,1
162770.271,10.0,8,16,0,28011,0.00,10.94,0.00e+00,5.33e+09,1.714,3.665,2.363,28011,28011,1
162771.271,10.0,8,16,0,27549,0.00,10.76,0.00e+00,5.13e+09,1.714,3.665,2.362,27549,27549,0
162772.271,10.0,8,16,0,27229,0.00,10.64,0.00e+00,4.95e+09,1.714,3.665,2.363,27229,27229,0
162811.191,10.0,8,16,0,1,0.00,0.00,0.00e+00,0.00e+00,2.308,2.308,2.308,1,1,0
162812.191,10.0,8,16,0,3719,0.00,1.45,0.00e+00,7.38e+07,1.650,3.649,2.235,3719,3719,1
162813.191,10.0,8,16,0,7345,0.00,2.87,0.00e+00,2.88e+08,1.650,3.649,2.234,7345,7345,0
162814.191,10.0,8,16,0,10934,0.00,4.27,0.00e+00,6.38e+08,1.650,3.649,2.247,10934,10934,1
162815.191,10.0,8,16,0,14600,0.00,5.70,0.00e+00,1.14e+09,1.650,3.649,2.262,14600,14600,0
162827.882,10.0,8,16,0,1,0.00,0.00,0.00e+00,0.00e+00,2.351,2.351,2.351,1,1,1
162828.883,10.0,8,16,2019,2372,0.79,0.93,2.18e+07,3.00e+07,0.000,3.908,1.899,2372,4391,0
162829.883,10.0,8,16,4241,5010,1.66,1.96,9.59e+07,1.34e+08,0.000,3.908,2.075,5010,9251,1
162830.883,10.0,8,16,6417,7618,2.51,2.98,2.20e+08,3.10e+08,0.000,3.908,2.131,7618,14035,0
162831.883,10.0,8,16,8253,10255,3.22,4.01,3.63e+08,5.61e+08,0.000,3.908,2.170,10255,18508,0
162832.883,10.0,8,16,10583,12585,4.13,4.92,5.97e+08,8.45e+08,0.000,3.908,2.196,12585,23168,0
162833.883,10.0,8,16,12703,14704,4.96,5.74,8.61e+08,1.15e+09,0.000,3.908,2.213,14704,27407,0
162834.883,10.0,8,16,14849,16930,5.80,6.61,1.18e+09,1.53e+09,0.000,3.908,2.232,16930,31779,0
162835.883,10.0,8,16,16940,19003,6.62,7.42,1.57e+09,1.95e+09,0.000,3.908,2.251,19003,35943,1
162836.884,10.0,8,16,18877,21020,7.37,8.21,2.00e+09,2.44e+09,0.000,3.908,2.265,21020,39897,0
162837.884,10.0,8,16,20697,22903,8.08,8.95,2.48e+09,2.95e+09,0.000,3.908,2.276,22903,43600,1
162838.884,10.0,8,16,20384,22224,7.96,8.68,2.50e+09,2.88e+09,0.722,3.908,2.327,22224,42608,0
162839.884,10.0,8,16,19874,21276,7.76,8.31,2.50e+09,2.76e+09,0.722,3.908,2.346,21276,41150,1
162840.884,10.0,8,16,19458,20399,7.60,7.97,2.53e+09,2.68e+09,0.722,3.908,2.365,20399,39857,1
162841.884,10.0,8,16,19359,19469,7.56,7.61,2.63e+09,2.60e+09,0.738,3.908,2.381,19469,38828,0
162842.885,10.0,8,16,18729,18815,7.32,7.35,2.58e+09,2.56e+09,0.738,3.908,2.395,18815,37544,0
162843.885,10.0,8,16,18409,18547,7.19,7.24,2.57e+09,2.60e+09,0.738,3.908,2.409,18547,36956,0
162844.885,10.0,8,16,18033,18139,7.04,7.09,2.51e+09,2.54e+09,0.738,3.908,2.415,18139,36172,0
162845.885,10.0,8,16,17731,17832,6.93,6.97,2.44e+09,2.48e+09,0.722,3.908,2.415,17832,35563,1
162846.885,10.0,8,16,17450,17463,6.82,6.82,2.38e+09,2.39e+09,0.722,3.908,2.413,17463,34913,1
162847.886,10.0,8,16,17331,17378,6.77,6.79,2.36e+09,2.37e+09,0.722,3.908,2.417,17378,34709,1
162848.886,10.0,8,16,17311,17451,6.76,6.82,2.38e+09,2.38e+09,0.000,3.908,2.417,17451,34762,1
162849.886,10.0,8,16,17464,17798,6.82,6.95,2.42e+09,2.42e+09,0.000,3.908,2.413,17798,35262,1
162850.887,10.0,8,16,17529,17869,6.85,6.98,2.42e+09,2.40e+09,0.000,3.908,2.411,17869,35398,0
162851.887,10.0,8,16,17568,17919,6.86,7.00,2.41e+09,2.38e+09,0.000,3.908,2.410,17919,35487,0
162852.887,10.0,8,16,17554,17998,6.86,7.03,2.39e+09,2.38e+09,0.000,3.908,2.407,17998,35552,0
162853.888,10.0,8,16,17460,17806,6.82,6.96,2.34e+09,2.31e+09,0.000,3.908,2.404,17806,35266,1
162854.888,10.0,8,16,17300,17599,6.76,6.87,2.26e+09,2.23e+09,0.000,3.908,2.403,17599,34899,1
162855.888,10.0,8,16,17100,17397,6.68,6.80,2.17e+09,2.16e+09,0.000,3.908,2.405,17397,34497,0
162856.888,10.0,8,16,17183,17457,6.71,6.82,2.16e+09,2.17e+09,0.000,3.908,2.408,17457,34640,1
162857.888,10.0,8,16,17171,17324,6.71,6.77,2.13e+09,2.15e+09,0.000,3.908,2.405,17324,34495,0
162858.889,10.0,8,16,17176,17226,6.71,6.73,2.13e+09,2.16e+09,0.000,3.908,2.403,17226,34402,0
162859.889,10.0,8,16,16364,17023,6.39,6.65,1.93e+09,2.12e+09,0.738,3.908,2.403,17023,33387,1
162860.889,10.0,8,16,14537,17478,5.68,6.83,1.52e+09,2.23e+09,0.738,3.908,2.399,17478,32015,0
162861.890,10.0,8,16,12768,17945,4.99,7.01,1.16e+09,2.35e+09,0.738,3.908,2.394,17945,30713,1
162862.890,10.0,8,16,11080,18475,4.33,7.22,8.76e+08,2.48e+09,0.722,3.908,2.389,18475,29555,1
