timestamp_s,window_duration_s,device_major,device_minor,read_count,write_count,avg_read_speed_mbps,avg_write_speed_mbps,read_lba_variance,write_lba_variance,min_write_entropy,max_write_entropy,avg_write_entropy,write_entropy_count,total_event_count,label
1314.465,2.0,8,16,1502,3563,2.93,6.96,2.83e+07,6.77e+07,1.449,4.062,1.870,3563,5065,0
1315.466,2.0,8,16,502,3607,0.98,7.04,1.11e+07,7.28e+07,1.449,4.062,1.868,3607,4109,0
1316.467,2.0,8,16,0,3454,0.00,6.75,0.00e+00,6.83e+07,1.449,4.062,1.877,3454,3454,0
1317.467,2.0,8,16,453,3399,0.88,6.64,1.56e+08,6.43e+07,1.449,4.062,1.880,3399,3852,0
1318.467,2.0,8,16,803,3181,1.57,6.21,4.72e+08,7.45e+07,1.449,4.337,1.894,3181,3984,0
1319.468,2.0,8,16,349,3128,0.68,6.11,6.51e+05,7.82e+07,1.631,4.337,1.885,3128,3477,1
1320.468,2.0,8,16,510,3366,1.00,6.57,1.36e+08,6.46e+07,1.449,4.062,1.864,3366,3876,0
1321.468,2.0,8,16,1221,3469,2.38,6.78,3.25e+08,6.42e+07,1.449,4.062,1.869,3469,4690,0
1322.469,2.0,8,16,1679,3469,3.28,6.78,8.68e+07,6.42e+07,1.449,4.062,1.870,3469,5148,0
1323.469,2.0,8,16,968,3325,1.89,6.49,1.54e+07,5.90e+07,1.449,4.062,1.871,3325,4293,1
1324.469,2.0,8,16,931,3278,1.82,6.40,8.52e+07,5.73e+07,1.449,4.062,1.869,3278,4209,1
1325.470,2.0,8,16,1763,3397,3.44,6.63,1.36e+08,6.16e+07,1.449,4.062,1.873,3397,5160,1
1326.470,2.0,8,16,832,3508,1.62,6.85,3.15e+07,6.57e+07,1.449,4.062,1.874,3508,4340,1
1327.470,2.0,8,16,711,3526,1.39,6.89,1.25e+08,6.63e+07,1.449,4.062,1.872,3526,4237,0
1328.471,2.0,8,16,1170,3519,2.29,6.87,1.46e+08,6.61e+07,1.449,4.062,1.869,3519,4689,1
1329.471,2.0,8,16,983,3542,1.92,6.92,5.41e+07,6.69e+07,1.449,4.062,1.869,3542,4525,0
1330.472,2.0,8,16,1039,3490,2.03,6.82,6.26e+07,6.50e+07,1.449,4.062,1.873,3490,4529,1
1331.472,2.0,8,16,515,3320,1.01,6.48,9.97e+06,5.88e+07,1.449,4.062,1.874,3320,3835,1
1332.472,2.0,8,16,775,3349,1.51,6.54,1.42e+08,5.98e+07,1.449,4.062,1.874,3349,4124,1
1333.472,2.0,8,16,1502,2901,2.93,5.67,1.61e+08,4.49e+07,1.449,4.062,1.871,2901,4403,0
1334.473,2.0,8,16,727,1900,1.42,3.71,9.34e+06,1.93e+07,1.449,4.062,1.870,1900,2627,0
1335.473,2.0,8,16,531,2118,1.04,4.14,1.06e+07,2.39e+07,1.449,4.062,1.876,2118,2649,0
1336.473,2.0,8,16,531,3142,1.04,6.14,1.06e+07,5.27e+07,1.449,4.062,1.872,3142,3673,0
1337.473,2.0,8,16,0,3471,0.00,6.78,0.00e+00,6.82e+07,1.449,4.062,1.863,3471,3471,1
1338.474,2.0,8,16,0,3536,0.00,6.91,0.00e+00,6.85e+07,1.663,4.062,1.865,3536,3536,1
1339.474,2.0,8,16,0,3390,0.00,6.62,0.00e+00,7.10e+07,1.663,4.155,1.874,3390,3390,1
1340.474,2.0,8,16,1311,3253,2.56,6.35,8.11e+08,6.44e+07,1.120,4.155,1.991,3253,4564,0
1341.475,2.0,8,16,1825,3366,3.56,6.57,7.19e+08,6.06e+07,1.120,4.062,1.985,3366,5191,1
1342.475,2.0,8,16,984,3388,1.92,6.62,4.06e+07,6.12e+07,1.449,4.062,1.874,3388,4372,0
1343.475,2.0,8,16,1334,3063,2.61,5.98,8.83e+07,7.28e+07,1.449,4.306,1.937,3063,4397,0
1344.476,2.0,8,16,2299,3069,4.49,5.99,5.18e+07,7.41e+07,1.181,4.306,1.967,3069,5368,0
1345.478,2.0,8,16,2208,3508,4.31,6.85,2.94e+07,6.57e+07,1.181,4.062,1.898,3508,5716,1
1346.479,2.0,8,16,767,3541,1.50,6.92,7.33e+06,6.69e+07,1.663,2.474,1.868,3541,4308,0
1347.479,2.0,8,16,939,3393,1.83,6.63,1.31e+08,6.41e+07,1.232,3.968,1.930,3393,4332,0
1348.479,2.0,8,16,2280,3363,4.45,6.57,1.34e+08,6.20e+07,1.082,4.062,1.986,3363,5643,1
1349.479,2.0,8,16,2841,3341,5.55,6.53,4.31e+07,5.95e+07,1.051,4.062,1.990,3341,6182,1
1350.479,2.0,8,16,2965,3360,5.79,6.56,4.69e+07,6.02e+07,1.051,4.062,1.994,3360,6325,0
1351.480,2.0,8,16,2864,3430,5.59,6.70,4.38e+07,6.28e+07,1.120,2.685,1.994,3430,6294,0
1352.480,2.0,8,16,2807,3365,5.48,6.57,4.20e+07,6.04e+07,1.082,4.062,1.999,3365,6172,0
1353.480,2.0,8,16,2819,3340,5.51,6.52,4.24e+07,5.95e+07,1.082,4.062,1.993,3340,6159,1
1354.481,2.0,8,16,2688,3391,5.25,6.62,3.87e+07,6.13e+07,1.120,2.568,1.942,3391,6079,1
1355.481,2.0,8,16,1674,3411,3.27,6.66,1.90e+07,6.79e+07,1.663,2.443,1.875,3411,5085,0
1356.481,2.0,8,16,1896,3419,3.70,6.68,7.32e+07,6.59e+07,1.663,2.728,1.932,3419,5315,1
1357.482,2.0,8,16,1807,3510,3.53,6.86,5.50e+07,6.61e+07,1.553,2.728,1.931,3510,5317,1
1358.482,2.0,8,16,779,3502,1.52,6.84,4.14e+07,6.54e+07,1.553,2.412,1.860,3502,4281,0
1359.483,2.0,8,16,750,3593,1.46,7.02,1.26e+08,6.89e+07,1.663,2.412,1.867,3593,4343,1
1360.483,2.0,8,16,275,3690,0.54,7.21,4.05e+05,7.26e+07,1.663,2.412,1.869,3690,3965,1
1361.484,2.0,8,16,0,3516,0.00,6.87,0.00e+00,6.83e+07,1.663,2.431,1.891,3516,3516,0
1362.484,2.0,8,16,0,3263,0.00,6.37,0.00e+00,7.17e+07,1.655,2.431,1.898,3263,3263,1
1363.484,2.0,8,16,0,3140,0.00,6.13,0.00e+00,7.13e+07,1.631,2.412,1.880,3140,3140,0
1364.485,2.0,8,16,0,3355,0.00,6.55,0.00e+00,6.62e+07,1.631,2.412,1.875,3355,3355,0
1365.485,2.0,8,16,0,3567,0.00,6.97,0.00e+00,6.79e+07,1.663,2.412,1.869,3567,3567,1
1366.485,2.0,8,16,0,3591,0.00,7.01,0.00e+00,6.88e+07,1.663,2.412,1.865,3591,3591,0
1367.491,2.0,8,16,0,3494,0.00,6.82,0.00e+00,6.51e+07,1.663,2.412,1.863,3494,3494,1
1368.492,2.0,8,16,0,3519,0.00,6.87,0.00e+00,6.61e+07,1.663,2.412,1.866,3519,3519,0
1369.492,2.0,8,16,850,3593,1.66,7.02,4.94e+09,6.89e+07,1.663,2.412,1.869,3593,4443,1
1370.492,2.0,8,16,850,3582,1.66,7.00,4.94e+09,6.84e+07,1.663,2.412,1.868,3582,4432,1
1371.492,2.0,8,16,425,3592,0.83,7.02,2.50e+07,6.88e+07,1.631,2.412,1.864,3592,4017,0
1372.500,2.0,8,16,706,3389,1.38,6.62,1.77e+08,6.62e+07,1.631,2.412,1.874,3389,4095,0
1373.500,2.0,8,16,267,3174,0.52,6.20,3.82e+05,7.26e+07,1.631,2.412,1.875,3174,3441,1
1374.500,2.0,8,16,0,3364,0.00,6.57,0.00e+00,6.62e+07,1.631,2.474,1.858,3364,3364,1
1375.500,2.0,8,16,0,3547,0.00,6.93,0.00e+00,6.77e+07,1.631,2.474,1.859,3547,3547,0
1376.500,2.0,8,16,0,3521,0.00,6.88,0.00e+00,6.73e+07,1.659,2.443,1.863,3521,3521,1
1377.501,2.0,8,16,0,3327,0.00,6.50,0.00e+00,6.95e+07,1.659,2.443,1.867,3327,3327,0
1378.501,2.0,8,16,1051,3135,2.05,6.12,1.70e+09,6.37e+07,1.008,4.062,1.913,3135,4186,0
1379.502,2.0,8,16,1147,3424,2.24,6.69,1.66e+09,6.56e+07,1.008,4.062,1.910,3424,4571,1
1380.502,2.0,8,16,522,3003,1.02,5.87,1.75e+07,6.82e+07,1.120,4.062,1.875,3003,3525,1
1381.502,2.0,8,16,1774,2862,3.46,5.59,1.44e+08,6.86e+07,1.120,4.062,1.944,2862,4636,1
1382.502,2.0,8,16,2716,3263,5.30,6.37,3.94e+07,5.68e+07,1.089,2.685,1.997,3263,5979,0
1383.502,2.0,8,16,2648,3212,5.17,6.27,3.74e+07,5.50e+07,1.089,2.685,1.998,3212,5860,1
1384.502,2.0,8,16,2476,3407,4.84,6.65,3.27e+07,6.19e+07,1.051,2.685,1.966,3407,5883,0
1385.502,2.0,8,16,2497,3226,4.88,6.30,4.23e+07,6.31e+07,1.051,2.685,1.979,3226,5723,0
1386.502,2.0,8,16,2647,3144,5.17,6.14,4.28e+07,5.65e+07,1.082,4.062,2.000,3144,5791,0
1387.503,2.0,8,16,2769,3450,5.41,6.74,4.09e+07,6.35e+07,1.082,4.062,1.970,3450,6219,0
1388.503,2.0,8,16,2773,3482,5.42,6.80,4.10e+07,6.47e+07,1.120,4.062,1.977,3482,6255,1
1389.503,2.0,8,16,2658,3308,5.19,6.46,3.77e+07,5.84e+07,1.120,4.062,1.993,3308,5966,0
1390.503,2.0,8,16,2724,3259,5.32,6.37,3.96e+07,5.67e+07,1.082,4.062,1.995,3259,5983,1
1391.503,2.0,8,16,2563,3343,5.01,6.53,3.50e+07,5.96e+07,1.082,4.062,1.995,3343,5906,1
1392.504,2.0,8,16,1147,3496,2.24,6.83,7.02e+06,6.52e+07,1.181,4.062,1.910,3496,4643,0
1393.505,2.0,8,16,139,2333,0.27,4.56,1.04e+05,3.24e+07,1.600,2.393,1.837,2333,2472,0
1394.505,2.0,8,16,967,1024,1.89,2.00,1.20e+08,5.20e+07,1.624,3.968,1.825,1024,1991,1
1395.506,2.0,8,16,828,2301,1.62,4.49,1.29e+08,2.83e+07,1.588,4.062,1.833,2301,3129,1
1396.506,2.0,8,16,441,3084,0.86,6.02,4.57e+07,6.84e+07,1.232,4.062,1.859,3084,3525,1
1397.506,2.0,8,16,1733,2893,3.38,5.65,1.80e+08,6.52e+07,1.163,4.062,1.942,2893,4626,1
1398.506,2.0,8,16,1292,3397,2.52,6.63,8.91e+06,6.16e+07,1.163,2.728,1.927,3397,4689,1
1399.507,2.0,8,16,712,3132,1.39,6.12,1.28e+08,7.63e+07,1.528,2.674,1.957,3132,3844,1
1400.507,2.0,8,16,2007,3031,3.92,5.92,1.38e+08,6.39e+07,1.200,2.674,2.057,3031,5038,0
1401.507,2.0,8,16,2550,3307,4.98,6.46,3.47e+07,5.83e+07,1.181,2.685,2.019,3307,5857,1
1402.508,2.0,8,16,2543,3244,4.97,6.34,3.45e+07,5.61e+07,1.181,4.062,1.996,3244,5787,0
1403.508,2.0,8,16,2687,3263,5.25,6.37,3.85e+07,5.68e+07,1.181,4.062,1.998,3263,5950,0
1404.508,2.0,8,16,2761,3276,5.39,6.40,4.07e+07,5.73e+07,1.181,4.062,1.995,3276,6037,1
1405.508,2.0,8,16,2726,3274,5.32,6.39,3.96e+07,5.72e+07,1.181,4.062,1.991,3274,6000,0
